Anno,Codice_Istat_Provincia,Provincia,Codice_Istat_Comune,Comune,Totale_residenti_al_31_12,Indice_di_Lesivita,Indice_di_Pericolosita,Indice_di_Mortalita
2016,108,MB,108027,LIMBIATE,35316,149.43,0.00,0.00
2015,108,MB,108012,BRUGHERIO,34255,158.51,0.67,1.06
2015,15,MI,15166,PADERNO DUGNANO,46633,139.02,0.00,0.00
2016,12,VA,12070,GALLARATE,53145,130.27,1.29,1.70
2016,16,BG,16024,BERGAMO,120287,131.34,0.41,0.54
2016,97,LC,97042,LECCO,48131,126.03,0.33,0.41
2015,15,MI,15116,LAINATE,25708,137.21,0.00,0.00
2015,17,BS,17113,MONTICHIARI,25198,145.24,2.40,3.57
2015,15,MI,15108,GORGONZOLA,20233,130.30,0.00,0.00
2015,12,VA,12070,GALLARATE,53343,132.42,1.02,1.37
2015,12,VA,12040,CASSANO MAGNAGO,21622,141.67,1.92,2.78
2016,15,MI,15027,BOLLATE,36469,147.27,0.61,0.91
2015,97,LC,97042,LECCO,47999,124.42,0.74,0.92
2016,15,MI,15087,CORNAREDO,20499,115.62,0.00,0.00
2016,108,MB,108039,SEREGNO,44962,133.96,0.47,0.63
2016,18,PV,18177,VIGEVANO,63505,136.41,0.71,0.97
2015,14,SO,14061,SONDRIO,21778,127.59,1.33,1.72
2015,20,MN,20030,MANTOVA,48671,130.51,0.84,1.10
2015,18,PV,18110,PAVIA,72576,136.22,0.19,0.26
2015,15,MI,15206,SENAGO,21795,150.82,2.13,3.28
2015,20,MN,20017,CASTIGLIONE DELLE STIVIERE,23212,141.30,1.52,2.17
2015,15,MI,15093,CORSICO,35032,146.04,0.00,0.00
2016,17,BS,17067,DESENZANO DEL GARDA,28856,157.42,0.81,1.29
2015,108,MB,108019,CESANO MADERNO,38391,154.35,0.70,1.09
2015,12,VA,12119,SARONNO,39401,136.36,0.00,0.00
2016,12,VA,12133,VARESE,80694,132.29,0.54,0.72
2016,13,CO,13041,CANTU',39889,131.61,0.49,0.65
2016,15,MI,15189,ROZZANO,42417,131.17,0.49,0.65
2016,15,MI,15206,SENAGO,21527,131.82,0.00,0.00
2016,17,BS,17096,LUMEZZANE,22510,122.58,2.56,3.23
2015,108,MB,108039,SEREGNO,44651,130.92,0.00,0.00
2015,13,CO,13143,MARIANO COMENSE,24484,124.29,1.14,1.43
2016,108,MB,108024,GIUSSANO,25863,135.34,0.63,0.86
2015,15,MI,15074,CESANO BOSCONE,23792,124.14,1.37,1.72
2015,108,MB,108050,VIMERCATE,25938,135.64,0.72,0.99
2016,15,MI,15105,GARBAGNATE MILANESE,27226,133.33,0.00,0.00
2016,13,CO,13075,COMO,84326,139.90,0.18,0.25
2015,15,MI,15195,SAN GIULIANO MILANESE,38226,152.49,1.08,1.66
2016,18,PV,18182,VOGHERA,39427,143.62,0.47,0.67
2016,108,MB,108034,MUGGIO',23490,138.30,0.00,0.00
2016,15,MI,15175,PIOLTELLO,37045,145.71,0.00,0.00
2016,16,BG,16198,SERIATE,25240,133.33,1.49,2.02
2015,15,MI,15130,MAGENTA,23654,130.16,2.38,3.17
2015,19,CR,19035,CREMA,34371,126.26,1.31,1.68
2016,15,MI,15002,ABBIATEGRASSO,32565,123.86,1.80,2.27
2016,15,MI,15118,LEGNANO,60259,132.46,0.00,0.00
2015,108,MB,108033,MONZA,122671,144.05,0.53,0.76
2015,16,BG,16198,SERIATE,25182,151.58,0.00,0.00
2015,108,MB,108030,MEDA,23351,157.89,0.00,0.00
2015,15,MI,15189,ROZZANO,42475,134.69,0.50,0.68
2016,20,MN,20030,MANTOVA,49308,128.33,0.32,0.42
2015,16,BG,16024,BERGAMO,119381,134.71,0.47,0.64
2016,15,MI,15130,MAGENTA,23845,134.57,0.91,1.23
2016,19,CR,19036,CREMONA,71924,137.22,0.16,0.22
2015,108,MB,108040,SEVESO,23431,140.54,1.89,2.70
2015,15,MI,15157,NOVATE MILANESE,20065,125.71,2.22,2.86
2016,108,MB,108012,BRUGHERIO,34516,137.63,0.78,1.08
2015,18,PV,18177,VIGEVANO,63310,138.69,1.43,2.01
2015,108,MB,108035,NOVA MILANESE,23292,129.17,3.12,4.17
2016,14,SO,14061,SONDRIO,21632,143.94,0.00,0.00
2015,15,MI,15087,CORNAREDO,20459,116.00,3.33,4.00
2016,108,MB,108035,NOVA MILANESE,23275,143.86,0.00,0.00
2016,15,MI,15074,CESANO BOSCONE,23755,133.33,1.23,1.67
2015,12,VA,12026,BUSTO ARSIZIO,83106,130.97,1.07,1.42
2015,17,BS,17067,DESENZANO DEL GARDA,28650,132.24,2.43,3.29
2016,15,MI,15209,SESTO SAN GIOVANNI,81822,115.87,0.00,0.00
2016,15,MI,15205,SEGRATE,35234,124.00,0.00,0.00
2016,16,BG,16183,ROMANO DI LOMBARDIA,20319,220.00,0.00,0.00
2015,108,MB,108024,GIUSSANO,25529,145.54,0.61,0.89
2016,12,VA,12040,CASSANO MAGNAGO,21641,141.56,1.80,2.60
2016,15,MI,15171,PESCHIERA BORROMEO,23515,140.00,1.75,2.50
2016,15,MI,15070,CERNUSCO SUL NAVIGLIO,33867,135.06,0.00,0.00
2016,15,MI,15146,MILANO,1351562,133.24,0.42,0.56
2015,108,MB,108023,DESIO,41865,129.88,0.47,0.61
2015,108,MB,108034,MUGGIO',23403,149.02,0.00,0.00
2016,17,BS,17029,BRESCIA,196670,138.87,1.03,1.44
2015,15,MI,15077,CINISELLO BALSAMO,75078,136.21,0.00,0.00
2016,15,MI,15220,TREZZANO SUL NAVIGLIO,20944,133.96,0.00,0.00
2016,12,VA,12026,BUSTO ARSIZIO,83340,130.96,0.21,0.27
2015,12,VA,12133,VARESE,80799,131.44,0.00,0.00
2015,17,BS,17029,BRESCIA,196480,130.00,0.62,0.81
2015,15,MI,15105,GARBAGNATE MILANESE,27175,121.05,0.00,0.00
2015,15,MI,15182,RHO,50434,139.92,1.19,1.68
2016,20,MN,20017,CASTIGLIONE DELLE STIVIERE,23274,160.00,0.00,0.00
2016,15,MI,15166,PADERNO DUGNANO,46590,138.14,0.37,0.52
2016,15,MI,15168,PARABIAGO,27747,132.84,0.00,0.00
2015,108,MB,108028,LISSONE,44923,148.99,0.00,0.00
2015,15,MI,15081,COLOGNO MONZESE,47971,131.79,0.50,0.66
2015,98,LO,98031,LODI,44945,150.00,0.38,0.57
2015,17,BS,17133,PALAZZOLO SULL'OGLIO,20134,130.77,1.45,1.92
2016,15,MI,15081,COLOGNO MONZESE,47751,119.05,0.50,0.60
2016,108,MB,108028,LISSONE,45233,148.20,0.96,1.44
2015,16,BG,16091,DALMINE,23281,129.87,0.99,1.30
2016,15,MI,15211,SETTIMO MILANESE,20063,128.57,5.26,7.14
2015,15,MI,15086,CORMANO,20118,138.96,0.00,0.00
2016,15,MI,15116,LAINATE,25754,137.80,0.88,1.22
2016,12,VA,12119,SARONNO,39351,124.20,1.02,1.27
2016,15,MI,15093,CORSICO,34891,140.60,1.06,1.50
2016,15,MI,15195,SAN GIULIANO MILANESE,38318,153.73,0.64,1.00
2015,15,MI,15027,BOLLATE,36392,132.08,0.71,0.94
2015,17,BS,17096,LUMEZZANE,22644,130.77,0.00,0.00
2015,15,MI,15118,LEGNANO,60262,137.11,1.13,1.56
2016,18,PV,18110,PAVIA,72612,142.42,0.00,0.00
2016,108,MB,108030,MEDA,23387,130.84,0.71,0.93
2016,15,MI,15108,GORGONZOLA,20412,131.03,0.00,0.00
2016,15,MI,15086,CORMANO,20074,141.38,1.60,2.30
2016,108,MB,108050,VIMERCATE,26062,124.06,0.60,0.75
2016,13,CO,13143,MARIANO COMENSE,24762,141.94,0.00,0.00
2015,16,BG,16219,TREVIGLIO,29706,146.21,1.53,2.27
2015,18,PV,18182,VOGHERA,39421,120.51,0.00,0.00
2016,15,MI,15192,SAN DONATO MILANESE,32416,135.19,0.68,0.93
2016,15,MI,15182,RHO,50767,143.51,0.00,0.00
2016,16,BG,16091,DALMINE,23348,123.96,0.00,0.00
2016,20,MN,20065,SUZZARA,21211,141.18,3.03,4.41
2015,15,MI,15146,MILANO,1345851,131.34,0.46,0.61
2015,16,BG,16183,ROMANO DI LOMBARDIA,20217,121.74,3.45,4.35
2015,15,MI,15175,PIOLTELLO,36912,120.00,0.00,0.00
2015,15,MI,15002,ABBIATEGRASSO,32585,129.52,0.00,0.00
2015,13,CO,13075,COMO,84495,134.56,0.51,0.69
2015,108,MB,108027,LIMBIATE,35279,143.48,0.00,0.00
2016,17,BS,17113,MONTICHIARI,25449,154.44,0.71,1.11
2016,15,MI,15077,CINISELLO BALSAMO,75659,138.78,0.73,1.02
2016,108,MB,108019,CESANO MADERNO,38614,161.90,0.00,0.00
2016,108,MB,108023,DESIO,42031,140.00,0.00,0.00
2015,15,MI,15032,BRESSO,26263,122.41,2.74,3.45
2016,15,MI,15036,BUCCINASCO,27245,135.29,0.00,0.00
2015,15,MI,15205,SEGRATE,35037,125.38,1.21,1.54
2015,13,CO,13041,CANTU',39930,140.43,0.00,0.00
2015,15,MI,15171,PESCHIERA BORROMEO,23397,129.41,0.00,0.00
2016,15,MI,15157,NOVATE MILANESE,20052,150.00,0.00,0.00
2016,98,LO,98031,LODI,45212,141.95,0.80,1.15
2015,15,MI,15070,CERNUSCO SUL NAVIGLIO,33436,135.62,1.00,1.37
2015,15,MI,15036,BUCCINASCO,27224,116.13,0.00,0.00
2015,15,MI,15220,TREZZANO SUL NAVIGLIO,20790,133.33,1.64,2.22
2015,20,MN,20065,SUZZARA,21161,146.38,0.98,1.45
2016,15,MI,15032,BRESSO,26285,134.88,3.33,4.65
2016,19,CR,19035,CREMA,34410,127.69,1.19,1.54
2016,17,BS,17133,PALAZZOLO SULL'OGLIO,20062,139.06,0.00,0.00
2017,12,VARESE,12026,BUSTO ARSIZIO,83405,142.26,0.23,0.32
2017,12,VARESE,12040,CASSANO MAGNAGO,21757,150.94,0.00,0.00
2017,12,VARESE,12070,GALLARATE,53425,128.87,0.81,1.06
2017,12,VARESE,12119,SARONNO,39419,129.87,1.96,2.60
2017,12,VARESE,12133,VARESE,80544,131.55,1.01,1.34
2017,13,COMO,13041,CANTU',39932,139.01,1.01,1.42
2017,13,COMO,13075,COMO,83320,134.81,0.69,0.93
2017,13,COMO,13143,MARIANO COMENSE,24956,153.03,0.00,0.00
2017,14,SONDRIO,14061,SONDRIO,21642,136.36,0.00,0.00
2017,15,MILANO,15002,ABBIATEGRASSO,32737,136.52,0.63,0.87
2017,15,MILANO,15027,BOLLATE,36486,149.07,0.00,0.00
2017,15,MILANO,15032,BRESSO,26259,108.00,3.57,4.00
2017,15,MILANO,15036,BUCCINASCO,27171,116.95,1.43,1.69
2017,15,MILANO,15070,CERNUSCO SUL NAVIGLIO,34341,129.55,0.87,1.14
2017,15,MILANO,15074,CESANO BOSCONE,23667,130.16,2.38,3.17
2017,15,MILANO,15077,CINISELLO BALSAMO,75723,135.71,0.39,0.53
2017,15,MILANO,15081,COLOGNO MONZESE,47720,125.19,0.00,0.00
2017,15,MILANO,15086,CORMANO,20019,135.54,0.61,0.83
2017,15,MILANO,15087,CORNAREDO,20534,131.71,0.00,0.00
2017,15,MILANO,15093,CORSICO,34727,122.77,0.00,0.00
2017,15,MILANO,15105,GARBAGNATE MILANESE,27155,139.13,2.04,2.90
2017,15,MILANO,15108,GORGONZOLA,20529,126.09,0.00,0.00
2017,15,MILANO,15116,LAINATE,25763,151.04,0.00,0.00
2017,15,MILANO,15118,LEGNANO,60177,137.42,0.72,0.99
2017,15,MILANO,15130,MAGENTA,23906,129.58,0.00,0.00
2017,15,MILANO,15146,MILANO,1366180,129.96,0.47,0.62
2017,15,MILANO,15157,NOVATE MILANESE,20003,139.66,0.00,0.00
2017,15,MILANO,15166,PADERNO DUGNANO,46701,140.12,0.41,0.58
2017,15,MILANO,15168,PARABIAGO,27842,130.53,0.00,0.00
2017,15,MILANO,15171,PESCHIERA BORROMEO,23387,136.36,1.32,1.82
2017,15,MILANO,15175,PIOLTELLO,36920,162.50,1.09,1.79
2017,15,MILANO,15182,RHO,50904,149.58,0.28,0.42
2017,15,MILANO,15189,ROZZANO,42442,134.88,1.14,1.55
2017,15,MILANO,15192,SAN DONATO MILANESE,32664,121.05,1.43,1.75
2017,15,MILANO,15195,SAN GIULIANO MILANESE,38314,162.37,0.66,1.08
2017,15,MILANO,15205,SEGRATE,35492,125.00,1.32,1.67
2017,15,MILANO,15206,SENAGO,21500,142.62,0.00,0.00
2017,15,MILANO,15209,SESTO SAN GIOVANNI,81773,111.37,1.26,1.42
2017,15,MILANO,15211,SETTIMO MILANESE,20060,111.76,2.56,2.94
2017,15,MILANO,15220,TREZZANO SUL NAVIGLIO,20956,134.33,0.00,0.00
2017,16,BERGAMO,16024,BERGAMO,120923,128.68,0.34,0.43
2017,16,BERGAMO,16091,DALMINE,23495,144.94,1.53,2.25
2017,16,BERGAMO,16183,ROMANO DI LOMBARDIA,20486,147.62,0.00,0.00
2017,16,BERGAMO,16198,SERIATE,25358,135.23,1.65,2.27
2017,16,BERGAMO,16219,TREVIGLIO,29815,131.09,1.27,1.68
2017,17,BRESCIA,17029,BRESCIA,196745,133.73,0.53,0.72
2017,17,BRESCIA,17067,DESENZANO DEL GARDA,28982,144.87,1.31,1.92
2017,17,BRESCIA,17096,LUMEZZANE,22250,133.33,0.00,0.00
2017,17,BRESCIA,17113,MONTICHIARI,25714,132.08,0.71,0.94
2017,17,BRESCIA,17133,PALAZZOLO SULL'OGLIO,20026,144.00,1.37,2.00
2017,18,PAVIA,18110,PAVIA,72773,144.62,0.47,0.69
2017,18,PAVIA,18177,VIGEVANO,63153,142.38,0.33,0.48
2017,18,PAVIA,18182,VOGHERA,39354,141.67,0.00,0.00
2017,19,CREMONA,19035,CREMA,34264,134.29,0.00,0.00
2017,19,CREMONA,19036,CREMONA,72077,133.75,0.19,0.25
2017,20,MANTOVA,20017,CASTIGLIONE DELLE STIVIERE,23570,142.19,1.09,1.56
2017,20,MANTOVA,20030,MANTOVA,49409,137.89,0.28,0.39
2017,20,MANTOVA,20065,SUZZARA,21154,127.47,1.69,2.20
2017,20,MANTOVA,20066,VIADANA,20044,152.46,1.06,1.64
2017,97,LECCO,97042,LECCO,48177,134.43,0.00,0.00
2017,98,LODI,98031,LODI,45252,123.98,0.47,0.58
2017,108,MONZA E BRIANZA,108012,BRUGHERIO,34868,126.32,0.83,1.05
2017,108,MONZA E BRIANZA,108019,CESANO MADERNO,38637,145.45,0.62,0.91
2017,108,MONZA E BRIANZA,108023,DESIO,42079,156.06,0.00,0.00
2017,108,MONZA E BRIANZA,108024,GIUSSANO,25945,126.96,0.68,0.87
2017,108,MONZA E BRIANZA,108027,LIMBIATE,35141,155.70,0.00,0.00
2017,108,MONZA E BRIANZA,108028,LISSONE,45535,135.47,1.69,2.33
2017,108,MONZA E BRIANZA,108030,MEDA,23463,134.58,0.00,0.00
2017,108,MONZA E BRIANZA,108033,MONZA,123598,136.44,0.49,0.67
2017,108,MONZA E BRIANZA,108034,MUGGIO',23581,130.77,0.00,0.00
2017,108,MONZA E BRIANZA,108035,NOVA MILANESE,23334,129.63,1.41,1.85
2017,108,MONZA E BRIANZA,108039,SEREGNO,45131,136.87,0.41,0.56
2017,108,MONZA E BRIANZA,108040,SEVESO,23456,118.18,0.00,0.00
2017,108,MONZA E BRIANZA,108050,VIMERCATE,26170,134.29,1.40,1.90
2018,12,VARESE,12026,BUSTO ARSIZIO,83628,134.32,1.09,1.48
2018,12,VARESE,12040,CASSANO MAGNAGO,21731,135.19,1.35,1.85
2018,12,VARESE,12070,GALLARATE,53339,129.05,0.00,0.00
2018,12,VARESE,12119,SARONNO,39415,133.11,0.00,0.00
2018,12,VARESE,12133,VARESE,80559,130.42,1.14,1.51
2018,13,COMO,13041,CANTU',40007,128.47,0.56,0.73
2018,13,COMO,13075,COMO,82522,132.08,0.35,0.47
2018,13,COMO,13143,MARIANO COMENSE,25191,136.67,0.00,0.00
2018,14,SONDRIO,14061,SONDRIO,21590,142.37,2.33,3.39
2018,15,MILANO,15002,ABBIATEGRASSO,32610,136.44,0.62,0.85
2018,15,MILANO,15027,BOLLATE,36564,126.79,3.40,4.46
2018,15,MILANO,15032,BRESSO,26300,134.88,0.00,0.00
2018,15,MILANO,15036,BUCCINASCO,27102,111.11,1.23,1.39
2018,15,MILANO,15070,CERNUSCO SUL NAVIGLIO,34604,122.99,1.83,2.30
2018,15,MILANO,15074,CESANO BOSCONE,23970,118.92,0.00,0.00
2018,15,MILANO,15077,CINISELLO BALSAMO,75581,131.93,1.35,1.81
2018,15,MILANO,15081,COLOGNO MONZESE,47682,135.98,0.00,0.00
2018,15,MILANO,15086,CORMANO,20178,135.00,0.00,0.00
2018,15,MILANO,15087,CORNAREDO,20544,146.15,0.00,0.00
2018,15,MILANO,15093,CORSICO,34715,136.88,0.52,0.71
2018,15,MILANO,15105,GARBAGNATE MILANESE,27385,150.82,0.00,0.00
2018,15,MILANO,15108,GORGONZOLA,20741,128.57,1.82,2.38
2018,15,MILANO,15116,LAINATE,25954,140.00,0.00,0.00
2018,15,MILANO,15118,LEGNANO,60481,137.63,0.25,0.34
2018,15,MILANO,15130,MAGENTA,24002,149.37,0.00,0.00
2018,15,MILANO,15146,MILANO,1378689,130.38,0.44,0.57
2018,15,MILANO,15157,NOVATE MILANESE,20032,136.17,0.00,0.00
2018,15,MILANO,15166,PADERNO DUGNANO,46306,127.27,0.47,0.61
2018,15,MILANO,15168,PARABIAGO,27825,153.25,0.84,1.30
2018,15,MILANO,15171,PESCHIERA BORROMEO,23504,131.67,1.25,1.67
2018,15,MILANO,15175,PIOLTELLO,37002,137.70,3.45,4.92
2018,15,MILANO,15182,RHO,50602,155.04,2.20,3.49
2018,15,MILANO,15189,ROZZANO,42430,126.88,0.49,0.63
2018,15,MILANO,15192,SAN DONATO MILANESE,32761,127.03,0.70,0.90
2018,15,MILANO,15195,SAN GIULIANO MILANESE,38537,155.32,0.34,0.53
2018,15,MILANO,15205,SEGRATE,35935,120.17,1.38,1.68
2018,15,MILANO,15206,SENAGO,21381,136.21,1.25,1.72
2018,15,MILANO,15209,SESTO SAN GIOVANNI,81393,116.67,0.65,0.76
2018,15,MILANO,15211,SETTIMO MILANESE,20094,124.00,0.00,0.00
2018,15,MILANO,15220,TREZZANO SUL NAVIGLIO,21171,133.82,0.00,0.00
2018,16,BERGAMO,16024,BERGAMO,121639,129.67,0.25,0.33
2018,16,BERGAMO,16091,DALMINE,23610,133.33,2.22,3.03
2018,16,BERGAMO,16183,ROMANO DI LOMBARDIA,20625,127.78,0.00,0.00
2018,16,BERGAMO,16198,SERIATE,25385,126.14,0.89,1.14
2018,16,BERGAMO,16219,TREVIGLIO,30092,137.80,1.13,1.57
2018,17,BRESCIA,17029,BRESCIA,198536,132.88,0.74,0.99
2018,17,BRESCIA,17067,DESENZANO DEL GARDA,29158,135.56,1.61,2.22
2018,17,BRESCIA,17096,LUMEZZANE,22130,140.91,0.00,0.00
2018,17,BRESCIA,17113,MONTICHIARI,25902,146.67,2.94,4.44
2018,17,BRESCIA,17133,PALAZZOLO SULL'OGLIO,20104,156.67,1.05,1.67
2018,18,PAVIA,18110,PAVIA,73086,136.70,0.50,0.69
2018,18,PAVIA,18177,VIGEVANO,63426,144.85,0.71,1.03
2018,18,PAVIA,18182,VOGHERA,39365,134.38,1.38,1.88
2018,19,CREMONA,19035,CREMA,34487,133.88,1.21,1.64
2018,19,CREMONA,19036,CREMONA,72680,130.53,0.43,0.56
2018,20,MANTOVA,20017,CASTIGLIONE DELLE STIVIERE,23704,129.03,3.61,4.84
2018,20,MANTOVA,20030,MANTOVA,49403,141.95,0.89,1.27
2018,20,MANTOVA,20065,SUZZARA,21313,138.04,1.55,2.17
2018,20,MANTOVA,20066,VIADANA,20154,130.91,6.49,9.09
2018,97,LECCO,97042,LECCO,48333,126.99,1.71,2.21
2018,98,LODI,98031,LODI,45872,149.43,1.14,1.72
2018,108,MONZA E BRIANZA,108012,BRUGHERIO,35064,135.63,2.48,3.45
2018,108,MONZA E BRIANZA,108019,CESANO MADERNO,39150,128.40,0.95,1.23
2018,108,MONZA E BRIANZA,108023,DESIO,41942,135.80,0.00,0.00
2018,108,MONZA E BRIANZA,108024,GIUSSANO,26066,123.77,0.66,0.82
2018,108,MONZA E BRIANZA,108027,LIMBIATE,35053,138.27,0.00,0.00
2018,108,MONZA E BRIANZA,108028,LISSONE,46017,138.42,0.00,0.00
2018,108,MONZA E BRIANZA,108030,MEDA,23502,143.24,0.93,1.35
2018,108,MONZA E BRIANZA,108033,MONZA,123397,129.14,0.14,0.18
2018,108,MONZA E BRIANZA,108034,MUGGIO',23536,112.82,2.22,2.56
2018,108,MONZA E BRIANZA,108035,NOVA MILANESE,23514,130.77,1.45,1.92
2018,108,MONZA E BRIANZA,108039,SEREGNO,44985,142.77,0.00,0.00
2018,108,MONZA E BRIANZA,108040,SEVESO,23731,150.00,0.00,0.00
2018,108,MONZA E BRIANZA,108050,VIMERCATE,26114,139.10,1.07,1.50
2019,12,VARESE,12026,BUSTO ARSIZIO,83909,132.27,0.22,0.29
2019,12,VARESE,12040,CASSANO MAGNAGO,21801,160.32,1.94,3.17
2019,12,VARESE,12070,GALLARATE,53934,136.77,0.47,0.65
2019,12,VARESE,12119,SARONNO,39332,126.06,0.00,0.00
2019,12,VARESE,12133,VARESE,80645,129.24,1.78,2.34
2019,13,COMO,13041,CANTU',40031,129.58,1.08,1.41
2019,13,COMO,13075,COMO,85915,133.19,0.00,0.00
2019,13,COMO,13143,MARIANO COMENSE,25353,130.00,2.50,3.33
2019,14,SONDRIO,14061,SONDRIO,21457,130.51,1.28,1.69
2019,15,MILANO,15002,ABBIATEGRASSO,32855,125.25,0.00,0.00
2019,15,MILANO,15027,BOLLATE,36761,125.49,0.78,0.98
2019,15,MILANO,15032,BRESSO,26410,119.61,0.00,0.00
2019,15,MILANO,15036,BUCCINASCO,27070,145.59,0.00,0.00
2019,15,MILANO,15070,CERNUSCO SUL NAVIGLIO,34980,142.47,1.89,2.74
2019,15,MILANO,15074,CESANO BOSCONE,23966,127.27,0.00,0.00
2019,15,MILANO,15077,CINISELLO BALSAMO,76264,135.24,0.66,0.90
2019,15,MILANO,15081,COLOGNO MONZESE,48030,133.99,0.49,0.65
2019,15,MILANO,15086,CORMANO,20516,144.95,0.00,0.00
2019,15,MILANO,15087,CORNAREDO,20581,132.69,1.43,1.92
2019,15,MILANO,15093,CORSICO,35038,125.19,2.38,3.05
2019,15,MILANO,15105,GARBAGNATE MILANESE,27135,127.14,3.26,4.29
2019,15,MILANO,15108,GORGONZOLA,20835,133.33,2.86,3.92
2019,15,MILANO,15116,LAINATE,26214,129.70,0.00,0.00
2019,15,MILANO,15118,LEGNANO,60336,136.39,0.00,0.00
2019,15,MILANO,15130,MAGENTA,24388,118.68,0.92,1.10
2019,15,MILANO,15146,MILANO,1396059,130.01,0.32,0.41
2019,15,MILANO,15157,NOVATE MILANESE,20107,137.04,0.00,0.00
2019,15,MILANO,15166,PADERNO DUGNANO,47467,132.63,0.40,0.53
2019,15,MILANO,15168,PARABIAGO,28096,136.19,0.00,0.00
2019,15,MILANO,15171,PESCHIERA BORROMEO,23944,130.61,0.00,0.00
2019,15,MILANO,15175,PIOLTELLO,37226,127.12,0.00,0.00
2019,15,MILANO,15182,RHO,51323,140.80,1.12,1.60
2019,15,MILANO,15189,ROZZANO,42557,145.64,0.00,0.00
2019,15,MILANO,15192,SAN DONATO MILANESE,32844,143.88,0.00,0.00
2019,15,MILANO,15195,SAN GIULIANO MILANESE,39085,150.00,1.33,2.03
2019,15,MILANO,15205,SEGRATE,36579,135.24,1.39,1.90
2019,15,MILANO,15206,SENAGO,21625,133.33,0.00,0.00
2019,15,MILANO,15209,SESTO SAN GIOVANNI,81841,116.67,1.13,1.33
2019,15,MILANO,15211,SETTIMO MILANESE,20204,117.14,0.00,0.00
2019,15,MILANO,15220,TREZZANO SUL NAVIGLIO,21303,136.00,0.97,1.33
2019,16,BERGAMO,16024,BERGAMO,121781,125.44,0.49,0.62
2019,16,BERGAMO,16091,DALMINE,23669,133.33,0.00,0.00
2019,16,BERGAMO,16183,ROMANO DI LOMBARDIA,20810,125.93,2.86,3.70
2019,16,BERGAMO,16198,SERIATE,25380,136.14,0.88,1.20
2019,16,BERGAMO,16219,TREVIGLIO,30630,137.04,1.07,1.48
2019,17,BRESCIA,17029,BRESCIA,199579,134.32,0.60,0.81
2019,17,BRESCIA,17067,DESENZANO DEL GARDA,29599,145.59,1.98,2.94
2019,17,BRESCIA,17096,LUMEZZANE,22002,131.58,0.00,0.00
2019,17,BRESCIA,17113,MONTICHIARI,26144,147.19,1.50,2.25
2019,17,BRESCIA,17133,PALAZZOLO SULL'OGLIO,20316,136.51,1.15,1.59
2019,18,PAVIA,18110,PAVIA,73334,140.76,0.83,1.18
2019,18,PAVIA,18177,VIGEVANO,63623,143.29,0.30,0.43
2019,18,PAVIA,18182,VOGHERA,39345,144.68,0.97,1.42
2019,19,CREMONA,19035,CREMA,34606,132.65,0.00,0.00
2019,19,CREMONA,19036,CREMONA,72672,129.32,0.58,0.75
2019,20,MANTOVA,20017,CASTIGLIONE DELLE STIVIERE,23822,162.30,1.98,3.28
2019,20,MANTOVA,20030,MANTOVA,49440,131.48,1.39,1.85
2019,20,MANTOVA,20065,SUZZARA,21294,137.14,1.03,1.43
2019,20,MANTOVA,20066,VIADANA,20056,157.14,0.90,1.43
2019,97,LECCO,97042,LECCO,48173,126.13,1.41,1.80
2019,98,LODI,98031,LODI,46050,134.06,0.54,0.72
2019,108,MONZA E BRIANZA,108012,BRUGHERIO,35255,114.94,0.99,1.15
2019,108,MONZA E BRIANZA,108019,CESANO MADERNO,39518,138.83,1.38,1.94
2019,108,MONZA E BRIANZA,108023,DESIO,41997,122.64,0.00,0.00
2019,108,MONZA E BRIANZA,108024,GIUSSANO,26181,144.95,0.63,0.92
2019,108,MONZA E BRIANZA,108027,LIMBIATE,35186,130.43,0.00,0.00
2019,108,MONZA E BRIANZA,108028,LISSONE,46445,138.46,0.00,0.00
2019,108,MONZA E BRIANZA,108030,MEDA,23578,115.66,1.03,1.20
2019,108,MONZA E BRIANZA,108033,MONZA,124051,128.80,0.68,0.89
2019,108,MONZA E BRIANZA,108034,MUGGIO',23747,133.96,1.39,1.89
2019,108,MONZA E BRIANZA,108035,NOVA MILANESE,23348,140.00,0.00,0.00
2019,108,MONZA E BRIANZA,108039,SEREGNO,45447,130.07,0.53,0.70
2019,108,MONZA E BRIANZA,108040,SEVESO,23982,130.00,3.70,5.00
2019,108,MONZA E BRIANZA,108050,VIMERCATE,26241,135.51,0.00,0.00
2020,12,VARESE,12026,BUSTO ARSIZIO,83045,131.35,0.60,0.79
2020,12,VARESE,12040,CASSANO MAGNAGO,21385,125.00,4.76,6.25
2020,12,VARESE,12070,GALLARATE,52787,131.67,1.25,1.67
2020,12,VARESE,12119,SARONNO,38755,123.91,0.00,0.00
2020,12,VARESE,12133,VARESE,79350,133.02,0.00,0.00
2020,13,COMO,13041,CANTU',39469,126.53,0.00,0.00
2020,13,COMO,13075,COMO,84250,130.40,1.51,2.00
2020,13,COMO,13143,MARIANO COMENSE,25214,117.95,0.00,0.00
2020,14,SONDRIO,14061,SONDRIO,21202,128.21,0.00,0.00
2020,15,MILANO,15002,ABBIATEGRASSO,32476,133.75,0.00,0.00
2020,15,MILANO,15027,BOLLATE,36239,129.79,0.00,0.00
2020,15,MILANO,15032,BRESSO,26172,102.56,0.00,0.00
2020,15,MILANO,15036,BUCCINASCO,27015,113.33,1.45,1.67
2020,15,MILANO,15070,CERNUSCO SUL NAVIGLIO,35012,131.91,0.00,0.00
