Anno,Codice_Istat_Provincia,Provincia,Codice_Istat_Comune,Comune,Totale_residenti_al_31_12,Indice_di_Lesivita,Indice_di_Pericolosita,Indice_di_Mortalita
2020,15,MILANO,15074,CESANO BOSCONE,23686,123.53,0.00,0.00
2020,15,MILANO,15077,CINISELLO BALSAMO,74636,123.98,1.22,1.53
2020,15,MILANO,15081,COLOGNO MONZESE,47208,123.15,1.48,1.85
2020,15,MILANO,15086,CORMANO,20317,136.21,0.00,0.00
2020,15,MILANO,15087,CORNAREDO,20590,136.36,0.00,0.00
2020,15,MILANO,15093,CORSICO,34601,121.68,0.00,0.00
2020,15,MILANO,15105,GARBAGNATE MILANESE,26771,121.74,0.00,0.00
2020,15,MILANO,15108,GORGONZOLA,20899,118.42,6.25,7.89
2020,15,MILANO,15116,LAINATE,26137,144.12,0.00,0.00
2020,15,MILANO,15118,LEGNANO,59855,126.94,1.21,1.55
2020,15,MILANO,15130,MAGENTA,24107,132.61,1.61,2.17
2020,15,MILANO,15146,MILANO,1374582,124.28,0.46,0.58
2020,15,MILANO,15157,NOVATE MILANESE,20056,148.65,1.79,2.70
2020,15,MILANO,15166,PADERNO DUGNANO,47380,126.36,0.71,0.91
2020,15,MILANO,15168,PARABIAGO,27919,133.85,2.25,3.08
2020,15,MILANO,15171,PESCHIERA BORROMEO,23847,120.83,0.00,0.00
2020,15,MILANO,15175,PIOLTELLO,36147,134.38,0.00,0.00
2020,15,MILANO,15182,RHO,50742,125.42,1.33,1.69
2020,15,MILANO,15189,ROZZANO,41844,122.76,1.95,2.44
2020,15,MILANO,15192,SAN DONATO MILANESE,32545,129.63,0.00,0.00
2020,15,MILANO,15195,SAN GIULIANO MILANESE,39308,129.91,1.94,2.56
2020,15,MILANO,15205,SEGRATE,36482,128.07,0.00,0.00
2020,15,MILANO,15206,SENAGO,21307,140.00,0.00,0.00
2020,15,MILANO,15209,SESTO SAN GIOVANNI,80203,114.08,0.00,0.00
2020,15,MILANO,15211,SETTIMO MILANESE,20133,116.00,0.00,0.00
2020,15,MILANO,15220,TREZZANO SUL NAVIGLIO,21453,128.07,0.00,0.00
2020,16,BERGAMO,16024,BERGAMO,119993,124.35,0.52,0.65
2020,16,BERGAMO,16091,DALMINE,23336,127.66,0.00,0.00
2020,16,BERGAMO,16183,ROMANO DI LOMBARDIA,20482,107.69,0.00,0.00
2020,16,BERGAMO,16198,SERIATE,25111,130.00,0.00,0.00
2020,16,BERGAMO,16219,TREVIGLIO,30557,144.93,0.99,1.45
2020,17,BRESCIA,17029,BRESCIA,197304,128.18,0.85,1.10
2020,17,BRESCIA,17067,DESENZANO DEL GARDA,29208,121.13,5.49,7.04
2020,17,BRESCIA,17096,LUMEZZANE,21669,150.00,4.55,7.14
2020,17,BRESCIA,17113,MONTICHIARI,26011,129.85,2.25,2.99
2020,18,PAVIA,18110,PAVIA,71122,129.34,0.32,0.41
2020,18,PAVIA,18177,VIGEVANO,62340,118.90,1.31,1.57
2020,18,PAVIA,18182,VOGHERA,38435,136.19,1.38,1.90
2020,19,CREMONA,19035,CREMA,34210,133.33,0.00,0.00
2020,19,CREMONA,19036,CREMONA,71223,123.32,0.95,1.19
2020,20,MANTOVA,20017,CASTIGLIONE DELLE STIVIERE,23483,133.33,0.00,0.00
2020,20,MANTOVA,20030,MANTOVA,48755,143.86,1.20,1.75
2020,20,MANTOVA,20065,SUZZARA,20906,116.98,1.59,1.89
2020,97,LECCO,97042,LECCO,47454,121.23,1.12,1.37
2020,98,LODI,98031,LODI,44815,144.83,0.00,0.00
2020,108,MONZA E BRIANZA,108012,BRUGHERIO,34811,119.35,2.63,3.23
2020,108,MONZA E BRIANZA,108019,CESANO MADERNO,38983,123.88,1.19,1.49
2020,108,MONZA E BRIANZA,108023,DESIO,41646,122.12,0.00,0.00
2020,108,MONZA E BRIANZA,108024,GIUSSANO,25923,116.13,1.37,1.61
2020,108,MONZA E BRIANZA,108027,LIMBIATE,34707,142.86,2.44,3.57
2020,108,MONZA E BRIANZA,108028,LISSONE,46147,129.33,1.02,1.33
2020,108,MONZA E BRIANZA,108030,MEDA,23324,116.39,1.39,1.64
2020,108,MONZA E BRIANZA,108033,MONZA,122522,123.84,0.22,0.27
2020,108,MONZA E BRIANZA,108034,MUGGIO',23603,133.33,0.00,0.00
2020,108,MONZA E BRIANZA,108035,NOVA MILANESE,23083,121.21,2.44,3.03
2020,108,MONZA E BRIANZA,108039,SEREGNO,44843,126.37,0.00,0.00
2020,108,MONZA E BRIANZA,108040,SEVESO,23728,155.17,0.00,0.00
2020,108,MONZA E BRIANZA,108050,VIMERCATE,25941,124.14,0.00,0.00
2021,12,VARESE,12026,BUSTO ARSIZIO,82754,122.78,0.24,0.30
2021,12,VARESE,12040,CASSANO MAGNAGO,21362,130.61,0.00,0.00
2021,12,VARESE,12070,GALLARATE,52452,122.95,0.28,0.34
2021,12,VARESE,12119,SARONNO,38582,125.64,0.68,0.85
2021,12,VARESE,12133,VARESE,78740,133.23,1.56,2.11
2021,13,COMO,13041,CANTU',39382,123.15,1.48,1.85
2021,13,COMO,13075,COMO,83361,119.25,1.29,1.55
2021,13,COMO,13143,MARIANO COMENSE,25182,124.07,0.00,0.00
2021,14,SONDRIO,14061,SONDRIO,21192,136.73,0.00,0.00
2021,15,MILANO,15002,ABBIATEGRASSO,32383,124.10,0.00,0.00
2021,15,MILANO,15027,BOLLATE,36166,134.78,1.06,1.45
2021,15,MILANO,15032,BRESSO,26081,117.65,0.00,0.00
2021,15,MILANO,15036,BUCCINASCO,26912,118.03,2.70,3.28
2021,15,MILANO,15070,CERNUSCO SUL NAVIGLIO,34969,122.35,1.89,2.35
2021,15,MILANO,15074,CESANO BOSCONE,23520,114.58,1.79,2.08
2021,15,MILANO,15077,CINISELLO BALSAMO,74391,129.63,0.57,0.74
2021,15,MILANO,15081,COLOGNO MONZESE,46633,118.40,0.67,0.80
2021,15,MILANO,15086,CORMANO,20327,136.49,0.00,0.00
2021,15,MILANO,15087,CORNAREDO,20576,115.38,0.00,0.00
2021,15,MILANO,15093,CORSICO,34438,123.08,0.78,0.96
2021,15,MILANO,15105,GARBAGNATE MILANESE,26792,131.43,0.00,0.00
2021,15,MILANO,15108,GORGONZOLA,20949,118.18,0.00,0.00
2021,15,MILANO,15116,LAINATE,26126,135.29,0.00,0.00
2021,15,MILANO,15118,LEGNANO,59955,125.00,1.32,1.67
2021,15,MILANO,15130,MAGENTA,24130,122.97,0.00,0.00
2021,15,MILANO,15146,MILANO,1349930,124.39,0.36,0.46
2021,15,MILANO,15166,PADERNO DUGNANO,47090,129.17,1.59,2.08
2021,15,MILANO,15168,PARABIAGO,27859,107.79,1.19,1.30
2021,15,MILANO,15171,PESCHIERA BORROMEO,24084,123.81,0.00,0.00
2021,15,MILANO,15175,PIOLTELLO,36202,128.57,0.00,0.00
2021,15,MILANO,15182,RHO,50618,125.00,0.99,1.25
2021,15,MILANO,15189,ROZZANO,41435,131.85,0.48,0.64
2021,15,MILANO,15192,SAN DONATO MILANESE,32008,142.11,0.92,1.32
2021,15,MILANO,15195,SAN GIULIANO MILANESE,39253,148.08,2.53,3.85
2021,15,MILANO,15205,SEGRATE,36591,129.07,1.77,2.33
2021,15,MILANO,15206,SENAGO,21360,116.67,0.00,0.00
2021,15,MILANO,15209,SESTO SAN GIOVANNI,79442,119.76,0.33,0.40
2021,15,MILANO,15211,SETTIMO MILANESE,20062,113.95,2.00,2.33
2021,15,MILANO,15220,TREZZANO SUL NAVIGLIO,21460,146.05,0.89,1.32
2021,16,BERGAMO,16024,BERGAMO,119476,125.97,0.28,0.35
2021,16,BERGAMO,16091,DALMINE,23241,128.00,0.00,0.00
2021,16,BERGAMO,16183,ROMANO DI LOMBARDIA,20613,142.86,3.23,4.76
2021,16,BERGAMO,16198,SERIATE,25169,120.24,0.98,1.19
2021,16,BERGAMO,16219,TREVIGLIO,30567,118.58,0.74,0.88
2021,17,BRESCIA,17029,BRESCIA,195906,131.81,0.83,1.11
2021,17,BRESCIA,17067,DESENZANO DEL GARDA,29093,138.66,1.79,2.52
2021,17,BRESCIA,17096,LUMEZZANE,21410,116.67,0.00,0.00
2021,17,BRESCIA,17113,MONTICHIARI,26088,136.76,2.11,2.94
2021,18,PAVIA,18110,PAVIA,70380,132.24,0.23,0.30
2021,18,PAVIA,18177,VIGEVANO,62201,120.39,2.14,2.63
2021,18,PAVIA,18182,VOGHERA,38316,133.08,1.14,1.54
2021,19,CREMONA,19035,CREMA,33970,127.27,0.65,0.83
2021,19,CREMONA,19036,CREMONA,70841,130.56,0.68,0.89
2021,20,MANTOVA,20017,CASTIGLIONE DELLE STIVIERE,23313,143.75,0.00,0.00
2021,20,MANTOVA,20030,MANTOVA,48441,122.11,0.43,0.53
2021,20,MANTOVA,20065,SUZZARA,20842,128.33,3.75,5.00
2021,97,LECCO,97042,LECCO,46831,125.27,0.43,0.54
2021,98,LODI,98031,LODI,44716,127.54,0.56,0.72
2021,108,MONZA E BRIANZA,108012,BRUGHERIO,34870,128.42,2.40,3.16
2021,108,MONZA E BRIANZA,108019,CESANO MADERNO,39042,123.26,1.85,2.33
2021,108,MONZA E BRIANZA,108023,DESIO,41668,151.16,0.00,0.00
2021,108,MONZA E BRIANZA,108024,GIUSSANO,26015,124.10,0.00,0.00
2021,108,MONZA E BRIANZA,108027,LIMBIATE,34809,150.00,0.00,0.00
2021,108,MONZA E BRIANZA,108028,LISSONE,46191,120.81,0.55,0.67
2021,108,MONZA E BRIANZA,108030,MEDA,23350,121.15,0.00,0.00
2021,108,MONZA E BRIANZA,108033,MONZA,121984,122.08,0.15,0.19
2021,108,MONZA E BRIANZA,108034,MUGGIO',23513,126.67,0.00,0.00
2021,108,MONZA E BRIANZA,108035,NOVA MILANESE,23070,109.30,2.08,2.33
2021,108,MONZA E BRIANZA,108039,SEREGNO,44825,122.22,4.35,5.56
2021,108,MONZA E BRIANZA,108040,SEVESO,23804,126.67,0.00,0.00
2021,108,MONZA E BRIANZA,108050,VIMERCATE,25783,135.29,0.00,0.00
2022,12,VARESE,12026,BUSTO ARSIZIO,82951,132.32,0.38,0.51
2022,12,VARESE,12040,CASSANO MAGNAGO,21408,129.51,1.25,1.64
2022,12,VARESE,12070,GALLARATE,52811,125.16,0.78,0.98
2022,12,VARESE,12119,SARONNO,38442,122.31,0.67,0.83
2022,12,VARESE,12133,VARESE,78409,123.45,0.79,0.98
2022,13,COMO,13041,CANTU',39715,138.68,1.34,1.89
2022,13,COMO,13075,COMO,83184,124.59,1.30,1.64
2022,13,COMO,13143,MARIANO COMENSE,25258,118.06,3.41,4.17
2022,14,SONDRIO,14061,SONDRIO,21066,119.30,0.00,0.00
2022,15,MILANO,15002,ABBIATEGRASSO,32425,123.08,0.00,0.00
2022,15,MILANO,15027,BOLLATE,36204,128.05,0.94,1.22
2022,15,MILANO,15032,BRESSO,26001,112.07,0.00,0.00
2022,15,MILANO,15036,BUCCINASCO,26822,130.43,0.00,0.00
2022,15,MILANO,15070,CERNUSCO SUL NAVIGLIO,34848,138.71,0.77,1.08
2022,15,MILANO,15074,CESANO BOSCONE,23335,113.64,3.85,4.55
2022,15,MILANO,15077,CINISELLO BALSAMO,74528,130.67,0.00,0.00
2022,15,MILANO,15081,COLOGNO MONZESE,46707,109.40,1.21,1.34
2022,15,MILANO,15086,CORMANO,20356,133.80,0.00,0.00
2022,15,MILANO,15087,CORNAREDO,20678,150.00,0.00,0.00
2022,15,MILANO,15093,CORSICO,34373,123.17,0.00,0.00
2022,15,MILANO,15105,GARBAGNATE MILANESE,26793,141.41,0.00,0.00
2022,15,MILANO,15108,GORGONZOLA,21092,134.00,1.47,2.00
2022,15,MILANO,15116,LAINATE,26228,158.21,1.85,2.99
2022,15,MILANO,15118,LEGNANO,59941,122.86,0.00,0.00
2022,15,MILANO,15130,MAGENTA,24178,114.14,0.00,0.00
2022,15,MILANO,15146,MILANO,1354196,126.75,0.44,0.57
2022,15,MILANO,15166,PADERNO DUGNANO,47118,125.00,1.02,1.28
2022,15,MILANO,15168,PARABIAGO,27976,123.81,0.00,0.00
2022,15,MILANO,15171,PESCHIERA BORROMEO,24304,116.67,0.00,0.00
2022,15,MILANO,15175,PIOLTELLO,36061,131.51,1.03,1.37
2022,15,MILANO,15182,RHO,50299,134.40,0.34,0.46
2022,15,MILANO,15189,ROZZANO,41240,123.47,0.41,0.51
2022,15,MILANO,15192,SAN DONATO MILANESE,32014,155.88,1.24,1.96
2022,15,MILANO,15195,SAN GIULIANO MILANESE,39444,128.24,0.00,0.00
2022,15,MILANO,15205,SEGRATE,36911,111.21,0.00,0.00
2022,15,MILANO,15206,SENAGO,21372,100.00,7.14,7.69
2022,15,MILANO,15209,SESTO SAN GIOVANNI,78884,105.88,0.29,0.31
2022,15,MILANO,15220,TREZZANO SUL NAVIGLIO,21474,117.98,3.67,4.49
2022,16,BERGAMO,16024,BERGAMO,119534,125.03,0.43,0.54
2022,16,BERGAMO,16091,DALMINE,23316,121.15,0.00,0.00
2022,16,BERGAMO,16183,ROMANO DI LOMBARDIA,20575,145.95,0.00,0.00
2022,16,BERGAMO,16198,SERIATE,25264,121.59,0.00,0.00
2022,16,BERGAMO,16219,TREVIGLIO,30683,140.71,0.00,0.00
2022,17,BRESCIA,17029,BRESCIA,196446,120.21,0.59,0.71
2022,17,BRESCIA,17067,DESENZANO DEL GARDA,29106,145.59,1.98,2.94
2022,17,BRESCIA,17096,LUMEZZANE,21424,123.08,5.88,7.69
2022,17,BRESCIA,17113,MONTICHIARI,26116,144.29,1.94,2.86
2022,17,BRESCIA,17133,PALAZZOLO SULL'OGLIO,20106,112.00,0.00,0.00
2022,18,PAVIA,18110,PAVIA,70636,129.86,0.42,0.55
2022,18,PAVIA,18177,VIGEVANO,62076,133.03,1.34,1.81
2022,18,PAVIA,18182,VOGHERA,38637,125.00,0.68,0.86
2022,19,CREMONA,19035,CREMA,33786,125.76,0.00,0.00
2022,19,CREMONA,19036,CREMONA,70637,131.64,0.21,0.28
2022,20,MANTOVA,20017,CASTIGLIONE DELLE STIVIERE,23556,132.88,0.00,0.00
2022,20,MANTOVA,20030,MANTOVA,48653,126.89,0.33,0.42
2022,20,MANTOVA,20065,SUZZARA,20979,126.32,1.37,1.75
2022,97,LECCO,97042,LECCO,46871,133.67,0.37,0.50
2022,98,LODI,98031,LODI,44709,141.33,1.40,2.00
2022,108,MONZA E BRIANZA,108012,BRUGHERIO,34999,128.57,1.68,2.20
2022,108,MONZA E BRIANZA,108019,CESANO MADERNO,39310,124.42,0.93,1.16
2022,108,MONZA E BRIANZA,108023,DESIO,41463,130.40,0.00,0.00
2022,108,MONZA E BRIANZA,108024,GIUSSANO,25956,134.09,0.00,0.00
2022,108,MONZA E BRIANZA,108027,LIMBIATE,34790,131.75,0.00,0.00
2022,108,MONZA E BRIANZA,108028,LISSONE,46394,128.13,0.00,0.00
2022,108,MONZA E BRIANZA,108030,MEDA,23388,118.18,0.00,0.00
2022,108,MONZA E BRIANZA,108033,MONZA,121799,120.70,0.57,0.70
2022,108,MONZA E BRIANZA,108034,MUGGIO',23464,141.67,0.00,0.00
2022,108,MONZA E BRIANZA,108035,NOVA MILANESE,23027,122.81,1.41,1.75
2022,108,MONZA E BRIANZA,108039,SEREGNO,44917,121.21,0.00,0.00
2022,108,MONZA E BRIANZA,108040,SEVESO,23882,150.00,0.00,0.00
2022,108,MONZA E BRIANZA,108050,VIMERCATE,25876,140.43,0.75,1.06
